客戶編號,性別,年齡,婚姻,扶養人數,城市,郵遞區號,緯度,經度,推薦次數,加入期間 (月),優惠方式,電話服務,平均長途話費,多線路服務,網路服務,網路連線類型,平均下載量( GB),線上安全服務,線上備份服務,設備保護計劃,技術支援計劃,電視節目,電影節目,音樂節目,無限資料下載,合約類型,無紙化計費,支付帳單方式,每月費用,總費用,總退款,額外數據費用,額外長途費用,總收入,客戶狀態,客戶流失類別,客戶離開原因,Age,Dependents,Total_Revenue,人口估計,CLV,CLV_Group,Churned
6848-YLDFR,Male,54,Yes,2,Gerber,96035,40.03194,-122.176023,9,58,無優惠,Yes,35.35,No,Yes,DSL,29.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,4300.8,0.0,0,2050.3,6351.1,Stayed,,,54,2,6351.1,3357,6351.1,High CLV,False
6849-OYAMU,Male,56,Yes,0,Indio,92201,33.713891,-116.237257,1,19,無優惠,Yes,43.95,No,Yes,Fiber Optic,20.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,1888.65,0.0,0,835.05,2723.7,Churned,Competitor,Competitor offered more data,56,0,2723.7,56307,2723.7,Mid CLV,True
6849-WLEYG,Male,43,No,3,Emeryville,94608,37.83726,-122.287648,0,1,無優惠,Yes,11.91,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,11.91,31.66,Churned,Attitude,Attitude of support person,43,3,31.66,24589,31.66,Low CLV,True
6851-WEFYX,Male,73,Yes,0,Descanso,91916,32.912664,-116.635387,4,35,無優惠,Yes,2.12,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.8,3437.5,0.0,0,74.2,3511.7,Stayed,,,73,0,3511.7,1587,3511.7,Mid CLV,False
6854-EXGSF,Female,37,No,0,Mt Baldy,91759,34.231318,-117.662032,0,8,Offer E,Yes,8.73,Yes,Yes,DSL,28.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.5,573.15,0.0,0,69.84,642.99,Stayed,,,37,0,642.99,47,642.99,Low CLV,False
6855-VLGOS,Male,51,Yes,1,Guerneville,95446,38.52576,-123.013347,5,72,無優惠,Yes,37.11,No,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,20.55,1432.55,0.0,0,2671.92,4104.47,Stayed,,,51,1,4104.47,4913,4104.47,Mid CLV,False
6856-RAURS,Female,50,No,0,Rio Oso,95674,38.954144,-121.482536,0,2,無優惠,Yes,41.08,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.9,136.05,0.0,0,82.16,218.21,Joined,,,50,0,218.21,947,218.21,Low CLV,False
6857-TKDJV,Male,60,Yes,2,Strawberry Valley,95981,39.58458,-121.093256,6,67,無優惠,Yes,14.41,Yes,No,,0.0,,,,,,,,,Two Year,No,Bank Withdrawal,24.65,1620.45,0.0,0,965.47,2585.92,Stayed,,,60,2,2585.92,101,2585.92,Mid CLV,False
6857-VWJDT,Female,45,No,0,Santa Cruz,95060,36.993451,-122.098858,0,1,Offer E,Yes,32.33,Yes,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.65,95.65,0.0,0,32.33,127.98,Churned,Attitude,Attitude of service provider,45,0,127.98,43192,127.98,Low CLV,True
6859-QNXIQ,Female,43,Yes,5,Costa Mesa,92626,33.678591,-117.905471,10,72,無優惠,Yes,26.32,Yes,Yes,Fiber Optic,53.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.1,8248.5,0.0,0,1895.04,10143.54,Stayed,,,43,5,10143.54,48207,10143.54,High CLV,False
6859-RKMZJ,Male,38,Yes,0,Vallejo,94589,38.161321,-122.271588,6,11,無優惠,Yes,44.2,No,Yes,DSL,15.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,608.15,0.0,0,486.2,1094.35,Stayed,,,38,0,1094.35,42209,1094.35,Mid CLV,False
6860-YRJZP,Male,66,No,0,Sacramento,95820,38.53508,-121.444144,0,9,Offer E,Yes,39.77,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,678.45,0.0,0,357.93,1036.38,Stayed,,,66,0,1036.38,37031,1036.38,Mid CLV,False
6861-OKBCE,Female,62,No,3,Seal Beach,90740,33.75462,-118.071128,0,11,Offer D,Yes,33.06,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,20.1,221.35,0.0,0,363.66,585.01,Churned,Attitude,Attitude of support person,62,3,585.01,24180,585.01,Low CLV,True
6861-XWTWQ,Male,71,Yes,0,Napa,94559,38.232389,-122.324944,1,7,無優惠,Yes,42.92,Yes,Yes,Fiber Optic,2.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.89,Churned,Attitude,Attitude of support person,71,0,965.89,26894,965.89,Mid CLV,True
6862-CQUMB,Male,28,No,0,San Diego,92126,32.886925,-117.152162,0,37,無優惠,Yes,21.84,No,Yes,Fiber Optic,41.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96.1,3646.8,0.0,0,808.08,4454.88,Stayed,,,28,0,4454.88,74232,4454.88,High CLV,False
6865-JZNKO,Female,25,No,0,Los Angeles,90027,34.127194,-118.295647,0,30,無優惠,Yes,19.41,No,Yes,Cable,27.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1530.6,0.0,0,582.3,2112.8999999999996,Stayed,,,25,0,2112.8999999999996,48727,2112.8999999999996,Mid CLV,False
6867-ACCZI,Female,34,Yes,3,Bethel Island,94511,38.050558,-121.646924,1,24,Offer C,No,0.0,,Yes,DSL,75.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,52.5,1208.15,0.0,0,0.0,1208.15,Stayed,,,34,3,1208.15,2379,1208.15,Mid CLV,False
6869-FGJJC,Male,50,No,0,Gazelle,96034,41.411315,-122.697236,0,68,無優惠,Yes,18.53,No,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,79.6,5461.45,3.26,10,1260.04,6728.23,Stayed,,,50,0,6728.23,392,6728.23,High CLV,False
6870-ECSHE,Female,23,No,0,Sun City,92586,33.707483,-117.200006,0,2,無優惠,Yes,46.0,No,No,,0.0,,,,,,,,,One Year,No,Credit Card,20.45,34.8,0.0,0,92.0,126.8,Joined,,,23,0,126.8,18161,126.8,Low CLV,False
6870-ZWMNX,Male,55,Yes,0,Clements,95227,38.227285,-121.02789,4,70,Offer A,Yes,33.37,Yes,Yes,DSL,9.0,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,76.1,5264.25,0.0,110,2335.9,7710.15,Stayed,,,55,0,7710.15,722,7710.15,High CLV,False
6872-HXFNF,Female,27,Yes,0,Irvine,92606,33.703976,-117.824172,1,64,Offer B,Yes,40.28,Yes,Yes,DSL,52.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,58.35,3756.45,0.0,0,2577.92,6334.37,Stayed,,,27,0,6334.37,17621,6334.37,High CLV,False
6873-UDNLD,Male,28,No,0,Oakland,94612,37.809014,-122.269739,0,40,無優惠,Yes,39.05,No,Yes,DSL,58.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.45,2731.0,0.0,0,1562.0,4293.0,Stayed,,,28,0,4293.0,11702,4293.0,High CLV,False
6874-SGLHU,Male,44,No,0,San Jose,95121,37.304681,-121.809955,0,30,無優惠,Yes,12.17,No,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.0,3021.3,0.0,0,365.1,3386.4,Stayed,,,44,0,3386.4,37127,3386.4,Mid CLV,False
6876-ADESB,Male,22,No,2,Etna,96027,41.405193,-123.008567,0,1,無優惠,Yes,34.4,No,Yes,Cable,52.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,48.95,48.95,0.0,0,34.4,83.35,Churned,Competitor,Competitor offered higher download speeds,22,2,83.35,2156,83.35,Low CLV,True
6877-LGWXO,Male,66,Yes,0,Pleasanton,94588,37.685052,-121.912061,1,18,Offer D,Yes,4.98,No,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.55,1422.65,0.0,0,89.64,1512.2900000000002,Churned,Attitude,Attitude of support person,66,0,1512.2900000000002,28568,1512.2900000000002,Mid CLV,True
6877-TJMBR,Male,21,Yes,0,Orinda,94563,37.873916,-122.20522,1,1,Offer E,Yes,37.83,No,Yes,Fiber Optic,51.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,84.8,0.0,0,37.83,122.63,Churned,Dissatisfaction,Network reliability,21,0,122.63,17964,122.63,Low CLV,True
6878-GGDWG,Female,57,Yes,0,San Diego,92101,32.72523,-117.171346,1,32,無優惠,Yes,12.35,No,No,,0.0,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.4,641.15,0.0,0,395.2,1036.35,Stayed,,,57,0,1036.35,27505,1036.35,Mid CLV,False
6885-PKOAM,Female,59,Yes,0,San Marcos,92069,33.162624,-117.170863,3,71,無優惠,Yes,30.68,Yes,Yes,Cable,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.75,6223.8,4.6,0,2178.28,8397.48,Stayed,,,59,0,8397.48,52664,8397.48,High CLV,False
6888-SBYAI,Male,56,No,0,San Ramon,94583,37.766556,-121.976784,0,1,Offer E,Yes,38.05,No,Yes,Cable,14.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.7,50.7,0.0,0,38.05,88.75,Joined,,,56,0,88.75,44078,88.75,Low CLV,False
6890-PFRQX,Male,56,No,0,Sacramento,95819,38.567594,-121.437507,0,18,無優惠,Yes,12.21,Yes,Yes,DSL,8.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,69.5,1199.4,0.0,0,219.78,1419.18,Stayed,,,56,0,1419.18,15975,1419.18,Mid CLV,False
6891-JPYFF,Female,57,Yes,3,San Jose,95121,37.304681,-121.809955,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,1.66,0,1459.68,6455.52,Stayed,,,57,3,6455.52,37127,6455.52,High CLV,False
6892-BOGQE,Female,44,Yes,0,Whittier,90601,34.007353,-118.033683,0,71,Offer A,Yes,14.91,No,No,,0.0,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.9,1493.2,0.0,0,1058.61,2551.81,Stayed,,,44,0,2551.81,32050,2551.81,Mid CLV,False
6892-EZDTG,Female,55,Yes,0,Kings Beach,96143,39.246654,-120.029273,1,4,Offer E,Yes,21.81,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,365.4,0.0,0,87.24,452.64,Churned,Price,Extra data charges,55,0,452.64,4806,452.64,Low CLV,True
6892-XPFPU,Male,70,Yes,0,Pasadena,91107,34.159007,-118.087353,3,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.9,0.0,0,1194.24,3628.14,Churned,Competitor,Competitor offered higher download speeds,70,0,3628.14,32369,3628.14,Mid CLV,True
6893-ODYYE,Male,34,No,0,Mokelumne Hill,95245,38.304194,-120.592431,0,50,無優惠,Yes,15.37,No,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.1,4549.45,0.0,0,768.5,5317.95,Stayed,,,34,0,5317.95,2718,5317.95,High CLV,False
6894-LFHLY,Male,79,No,0,Escondido,92027,33.141265,-116.967221,0,1,無優惠,Yes,8.35,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,75.75,0.0,0,8.35,84.1,Churned,Competitor,Competitor made better offer,79,0,84.1,48690,84.1,Low CLV,True
6896-SRVYQ,Male,69,No,0,Camino,95709,38.748316,-120.675512,0,44,Offer B,Yes,47.06,No,Yes,Fiber Optic,3.0,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,73.85,3122.4,0.0,100,2070.64,5293.04,Stayed,,,69,0,5293.04,4829,5293.04,High CLV,False
6897-RWMUB,Male,23,Yes,2,Chino,91710,33.990646,-117.663025,2,61,無優惠,Yes,42.31,No,Yes,DSL,59.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,4158.25,0.0,0,2580.91,6739.16,Stayed,,,23,2,6739.16,75319,6739.16,High CLV,False
6897-UUBNU,Male,39,No,0,North Hollywood,91602,34.15136,-118.364786,0,29,無優惠,Yes,12.92,No,Yes,Fiber Optic,24.0,No,Yes,No,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,89.65,2623.65,0.0,10,374.68,3008.33,Stayed,,,39,0,3008.33,16996,3008.33,Mid CLV,False
6898-MDLZW,Male,53,No,0,Blue Lake,95525,40.94338,-123.831799,0,12,Offer D,Yes,1.8,No,Yes,DSL,3.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,53.75,648.65,0.0,0,21.6,670.25,Stayed,,,53,0,670.25,1584,670.25,Low CLV,False
6898-RBTLU,Female,47,Yes,1,Whittier,90602,33.972119,-118.020188,9,49,Offer B,Yes,16.6,Yes,Yes,DSL,14.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,3902.45,0.0,0,813.4,4715.849999999999,Stayed,,,47,1,4715.849999999999,26265,4715.849999999999,High CLV,False
6899-PPEEA,Female,66,No,0,Vallejo,94590,38.104705,-122.247387,0,37,無優惠,Yes,3.3,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,3580.3,0.0,0,122.1,3702.4,Churned,Attitude,Attitude of service provider,66,0,3702.4,37218,3702.4,Mid CLV,True
6900-PXRMS,Male,72,Yes,0,Spring Valley,91978,32.730264,-116.950963,0,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,0.0,90,32.76,2833.01,Churned,Dissatisfaction,Product dissatisfaction,72,0,2833.01,7863,2833.01,Mid CLV,True
6900-RBKER,Male,32,No,0,San Jose,95120,37.186141,-121.843554,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17.0,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.45,4577.75,18.89,0,785.2,5344.0599999999995,Stayed,,,32,0,5344.0599999999995,37090,5344.0599999999995,High CLV,False
6901-GOGZG,Male,28,No,1,Lake Hughes,93532,34.659579,-118.584212,0,60,Offer B,Yes,49.96,Yes,Yes,DSL,85.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.95,4984.85,0.0,0,2997.6,7982.450000000001,Stayed,,,28,1,7982.450000000001,2771,7982.450000000001,High CLV,False
6904-JLBGY,Female,78,No,0,Salinas,93905,36.667794,-121.601306,0,72,Offer A,Yes,14.94,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.35,8436.25,0.0,0,1075.68,9511.93,Stayed,,,78,0,9511.93,58548,9511.93,High CLV,False
6905-NIQIN,Male,26,No,0,San Diego,92122,32.85723,-117.209774,0,1,Offer E,Yes,14.78,No,Yes,DSL,59.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,50.65,50.65,0.0,0,14.78,65.42999999999999,Churned,Competitor,Competitor made better offer,26,0,65.42999999999999,34902,65.42999999999999,Low CLV,True
6906-ANDWJ,Male,39,Yes,0,Vina,96092,39.955164,-122.018567,1,15,Offer D,Yes,34.63,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,1107.25,0.0,0,519.45,1626.7,Churned,Dissatisfaction,Lack of self-service on Website,39,0,1626.7,439,1626.7,Mid CLV,True
6906-MPARY,Male,30,No,0,Redondo Beach,90277,33.830453,-118.384565,0,40,Offer B,Yes,32.27,No,Yes,Fiber Optic,69.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,89.6,3488.15,0.0,0,1290.8,4778.95,Stayed,,,30,0,4778.95,34191,4778.95,High CLV,False
6907-CQGPN,Male,40,No,0,Oakland,94612,37.809014,-122.269739,0,29,無優惠,No,0.0,,Yes,DSL,27.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.3,1004.75,0.0,0,0.0,1004.75,Stayed,,,40,0,1004.75,11702,1004.75,Mid CLV,False
6907-FLBER,Male,62,No,0,Burbank,91505,34.174215,-118.345928,0,1,Offer E,Yes,34.02,Yes,Yes,DSL,24.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.3,54.3,0.0,10,34.02,98.32,Joined,,,62,0,98.32,29245,98.32,Low CLV,False
6907-NZZIJ,Female,54,No,0,Santa Monica,90402,34.035849,-118.503508,0,36,無優惠,Yes,13.35,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.15,3615.6,0.0,30,480.6,4126.2,Churned,Competitor,Competitor had better devices,54,0,4126.2,11509,4126.2,High CLV,True
6908-VVYHM,Male,52,Yes,0,Pasadena,91104,34.165383,-118.123752,1,65,Offer B,Yes,19.84,Yes,Yes,Fiber Optic,2.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931.0,0.0,110,1289.6,7330.6,Stayed,,,52,0,7330.6,38460,7330.6,High CLV,False
6910-HADCM,Female,63,No,0,Long Beach,90808,33.823943,-118.111335,0,1,無優惠,Yes,7.26,No,Yes,Cable,9.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,0.0,0,7.26,83.61,Churned,Attitude,Attitude of support person,63,0,83.61,37417,83.61,Low CLV,True
6916-HIJSE,Female,57,No,0,Fresno,93725,36.623632,-119.741322,0,65,無優惠,Yes,41.74,No,Yes,Cable,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,5459.2,0.0,0,2713.1,8172.299999999999,Stayed,,,57,0,8172.299999999999,21010,8172.299999999999,High CLV,False
6917-FIJHC,Female,60,Yes,0,Livingston,95334,37.361987,-120.748394,8,72,Offer A,Yes,26.98,Yes,No,,0.0,,,,,,,,,Two Year,Yes,Credit Card,26.0,1776.0,0.0,0,1942.56,3718.56,Stayed,,,60,0,3718.56,12672,3718.56,Mid CLV,False
6917-IAYHD,Male,44,No,1,La Honda,94020,37.285677,-122.224165,0,1,Offer E,No,0.0,,Yes,Cable,19.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0.0,50,0.0,83.6,Joined,,,44,1,83.6,1622,83.6,Low CLV,False
6917-YACBP,Female,80,No,0,Escondido,92027,33.141265,-116.967221,0,59,Offer B,Yes,25.57,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.75,5496.9,0.0,0,1508.63,7005.53,Stayed,,,80,0,7005.53,48690,7005.53,High CLV,False
6918-UMQCG,Female,25,No,0,Orange,92869,33.792791,-117.789749,0,5,Offer E,Yes,48.86,No,Yes,Fiber Optic,59.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.2,384.25,0.0,0,244.3,628.55,Stayed,,,25,0,628.55,37916,628.55,Low CLV,False
6919-ELBGL,Male,75,Yes,0,Big Pine,93513,37.245505,-118.062943,3,72,Offer A,Yes,21.38,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.95,8196.4,0.0,0,1539.36,9735.76,Stayed,,,75,0,9735.76,1826,9735.76,High CLV,False
6921-OZMFH,Male,38,Yes,1,Santa Clara,95051,37.348129,-121.98469,3,5,無優惠,Yes,18.97,Yes,Yes,Cable,12.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.7,259.4,0.0,0,94.85,354.25,Stayed,,,38,1,354.25,52986,354.25,Low CLV,False
6922-NCEDI,Male,38,No,0,Costa Mesa,92627,33.645672,-117.922613,0,56,Offer B,Yes,48.63,No,No,,0.0,,,,,,,,,One Year,Yes,Mailed Check,21.2,1238.65,0.0,0,2723.28,3961.93,Stayed,,,38,0,3961.93,62069,3961.93,Mid CLV,False
6923-AQONU,Male,32,Yes,1,Los Angeles,90046,34.108455,-118.362081,1,23,Offer D,Yes,18.91,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,20.9,454.0,0.0,0,434.93,888.9300000000001,Stayed,,,32,1,888.9300000000001,49839,888.9300000000001,Mid CLV,False
6923-EFPNL,Male,39,No,0,Silverado,92676,33.782346,-117.635263,0,4,無優惠,Yes,9.98,Yes,Yes,DSL,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.75,201.1,0.0,0,39.92,241.02,Churned,Competitor,Competitor had better devices,39,0,241.02,1859,241.02,Low CLV,True
6923-JHPMP,Female,35,No,0,Templeton,93465,35.536115,-120.739231,0,2,無優惠,Yes,35.41,No,Yes,Fiber Optic,25.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,137.1,0.0,0,70.82,207.92,Joined,,,35,0,207.92,7918,207.92,Low CLV,False
6924-TDGMT,Male,34,Yes,0,Platina,96076,40.367964,-122.937379,6,11,無優惠,Yes,26.11,No,No,,0.0,,,,,,,,,One Year,Yes,Credit Card,20.55,184.95,0.0,0,287.21,472.16,Stayed,,,34,0,472.16,215,472.16,Low CLV,False
6925-BAYGL,Female,79,Yes,0,Inglewood,90303,33.936291,-118.332639,1,53,無優惠,Yes,19.03,Yes,No,,0.0,,,,,,,,,Two Year,No,Credit Card,25.1,1275.6,0.0,0,1008.59,2284.19,Stayed,,,79,0,2284.19,27778,2284.19,Mid CLV,False
6927-WTFIV,Male,78,No,0,Redwood City,94061,37.461251,-122.235414,0,20,Offer D,Yes,5.71,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.3,1389.2,0.0,0,114.2,1503.4,Churned,Attitude,Attitude of service provider,78,0,1503.4,35737,1503.4,Mid CLV,True
6928-ONTRW,Female,53,Yes,1,Bell,90201,33.970343,-118.171368,9,72,無優惠,Yes,48.04,No,No,,0.0,,,,,,,,,Two Year,No,Credit Card,19.7,1379.8,0.0,0,3458.88,4838.68,Stayed,,,53,1,4838.68,105285,4838.68,High CLV,False
6933-FHBZC,Female,30,No,0,Moreno Valley,92551,33.88274,-117.224878,0,26,Offer C,Yes,35.75,No,Yes,Cable,71.0,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,56.05,1553.2,0.0,0,929.5,2482.7,Stayed,,,30,0,2482.7,22983,2482.7,Mid CLV,False
6933-VLYFX,Male,64,Yes,2,Belmont,94002,37.509366,-122.306132,7,31,Offer C,No,0.0,,Yes,Cable,25.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.95,1848.8,0.0,0,0.0,1848.8,Stayed,,,64,2,1848.8,25566,1848.8,Mid CLV,False
6937-GCDGQ,Male,59,Yes,1,West Point,95255,38.41935,-120.469545,1,19,Offer D,Yes,11.75,No,Yes,Cable,21.0,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,48.95,955.6,0.0,0,223.25,1178.85,Stayed,,,59,1,1178.85,2198,1178.85,Mid CLV,False
6941-KXRRV,Female,65,Yes,0,Dorris,96023,41.949216,-122.050062,10,48,無優惠,Yes,34.43,No,Yes,DSL,2.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.95,2789.7,0.0,0,1652.64,4442.34,Stayed,,,65,0,4442.34,1162,4442.34,High CLV,False
6941-PMGEP,Female,26,No,0,Novato,94945,38.135897,-122.563683,0,5,Offer E,Yes,43.99,No,Yes,Fiber Optic,42.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.0,412.5,40.0,10,219.95,602.45,Churned,Competitor,Competitor made better offer,26,0,602.45,16429,602.45,Low CLV,True
6942-LBFDP,Female,30,No,0,Bakersfield,93308,35.559617,-118.925185,0,2,無優惠,Yes,16.7,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.55,33.6,0.0,0,33.4,67.0,Joined,,,30,0,67.0,44915,67.0,Low CLV,False
6946-LMSQS,Male,80,Yes,0,Temecula,92592,33.507255,-117.029473,3,25,Offer C,Yes,33.63,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,0.0,0,840.75,3018.2,Churned,Competitor,Competitor made better offer,80,0,3018.2,46171,3018.2,Mid CLV,True
6950-TWMYB,Male,31,Yes,8,Santa Monica,90404,34.026334,-118.474222,2,54,Offer B,Yes,46.7,No,Yes,Fiber Optic,75.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.95,4362.05,0.0,0,2521.8,6883.85,Stayed,,,31,8,6883.85,19975,6883.85,High CLV,False
6952-OMNWB,Male,75,Yes,0,Creston,93432,35.480896,-120.469476,7,68,Offer A,Yes,34.31,Yes,Yes,Fiber Optic,15.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,80.35,5589.3,0.0,0,2333.08,7922.38,Stayed,,,75,0,7922.38,1203,7922.38,High CLV,False
6953-PBDIN,Male,50,Yes,0,Fort Bidwell,96112,41.932207,-120.135941,4,70,Offer A,Yes,38.58,Yes,Yes,DSL,25.0,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,72.95,5265.55,0.0,60,2700.6,8026.15,Stayed,,,50,0,8026.15,231,8026.15,High CLV,False
6954-OOYZZ,Male,41,Yes,0,Los Angeles,90006,34.048013,-118.293953,10,18,Offer D,Yes,45.92,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,768.05,0.0,0,826.56,1594.61,Stayed,,,41,0,1594.61,62784,1594.61,Mid CLV,False
6956-SMUCM,Female,29,No,0,Miranda,95553,40.210895,-123.86,0,3,無優惠,Yes,33.39,No,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.0,287.4,0.0,10,100.17,397.57,Churned,Competitor,Competitor offered higher download speeds,29,0,397.57,867,397.57,Low CLV,True
